run_id,method,aug,seed,stage,epoch,lr_used,lr_next,train_loss,val_loss,train_base_loss,val_base_loss,train_aux_ce,val_aux_ce,n_train_units,n_val_units,train_batches,val_batches,skipped_batches,val_bacc,val_auc,val_recall_dead,val_recall_alive,val_precision_dead,val_f1_dead
selfcon__simclr__s42,selfcon,simclr,42,contrastive,30,0.00026308398906073593,0.00025000000000000006,0.7373284459114074,1.7813297998474305,0.7373284459114074,1.7813297998474305,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,31,0.00025000000000000006,0.00023691601093926408,0.6318690299987793,1.7233438204569989,0.6318690299987793,1.7233438204569989,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,32,0.00023691601093926408,0.00022386788418308668,0.72105925877889,1.6930329340050019,0.72105925877889,1.6930329340050019,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,33,0.00022386788418308668,0.0002108913837399423,0.6737826228141784,1.6263093129698052,0.6737826228141784,1.6263093129698052,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,34,0.0002108913837399423,0.00019802207729556018,0.8686886012554169,1.6585186073578984,0.8686886012554169,1.6585186073578984,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,35,0.00019802207729556018,0.00018529523872436987,0.7778564135233561,1.6077684839087796,0.7778564135233561,1.6077684839087796,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,36,0.00018529523872436987,0.0001727457514062632,0.6856544097264607,1.5439423049788876,0.6856544097264607,1.5439423049788876,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,37,0.0001727457514062632,0.00016040801261367496,0.6355011155207951,1.5402459222150136,0.6355011155207951,1.5402459222150136,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,38,0.00016040801261367496,0.00014831583923105,0.6763660967350006,1.5210974202098617,0.6763660967350006,1.5210974202098617,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,39,0.00014831583923105,0.00013650237506511334,0.5688856879870097,1.4516819974026047,0.5688856879870097,1.4516819974026047,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,40,0.00013650237506511334,0.00012500000000000008,0.5103180011113485,1.4335353546831981,0.5103180011113485,1.4335353546831981,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,41,0.00012500000000000008,0.00011384024124624333,0.5708032310009002,1.4293780053954526,0.5708032310009002,1.4293780053954526,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,42,0.00011384024124624333,0.00010305368692688177,0.6105982561906179,1.4139816301414765,0.6105982561906179,1.4139816301414765,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,43,0.00010305368692688177,9.26699022375407e-05,0.5245897829532623,1.3562080249728927,0.5245897829532623,1.3562080249728927,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,44,9.26699022375407e-05,8.271734841028555e-05,0.35832132895787555,1.352082145501332,0.35832132895787555,1.352082145501332,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,45,8.271734841028555e-05,7.322330470336315e-05,0.6172316253185273,1.3433079288666507,0.6172316253185273,1.3433079288666507,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,46,7.322330470336315e-05,6.421379363065149e-05,0.4520556131998698,1.3111498894461666,0.4520556131998698,1.3111498894461666,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,47,6.421379363065149e-05,5.5713509635757295e-05,0.4613071992993355,1.2802779696073876,0.4613071992993355,1.2802779696073876,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,48,5.5713509635757295e-05,4.774575140626318e-05,0.3198851962884267,1.266880839704031,0.3198851962884267,1.266880839704031,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,49,4.774575140626318e-05,4.0332358013644026e-05,0.3390519748131434,1.2926706255200398,0.3390519748131434,1.2926706255200398,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,50,4.0332358013644026e-05,3.349364905389033e-05,0.3548222859700521,1.3158965110778809,0.3548222859700521,1.3158965110778809,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,51,3.349364905389033e-05,2.724836895290806e-05,0.5268407384554545,1.3146885310310916,0.5268407384554545,1.3146885310310916,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,52,2.724836895290806e-05,2.161363558934976e-05,0.48430562516053516,1.31659425597593,0.48430562516053516,1.31659425597593,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,53,2.161363558934976e-05,1.6604893375699568e-05,0.2784845938285192,1.312637313302741,0.2784845938285192,1.312637313302741,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,54,1.6604893375699568e-05,1.2235870926211619e-05,0.4218766669432322,1.3269659094063633,0.4218766669432322,1.3269659094063633,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,55,1.2235870926211619e-05,8.518543427732923e-06,0.3541174908479055,1.3258282937199237,0.3541174908479055,1.3258282937199237,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,56,8.518543427732923e-06,5.463099816548579e-06,0.33249958157539367,1.31950719385262,0.33249958157539367,1.31950719385262,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,57,5.463099816548579e-06,3.077914851215586e-06,0.49412346482276914,1.3191938263824188,0.49412346482276914,1.3191938263824188,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,58,3.077914851215586e-06,1.3695261579316502e-06,0.2859006762504578,1.2977993222604316,0.2859006762504578,1.2977993222604316,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,59,1.3695261579316502e-06,3.4261631135654184e-07,0.3372917890548706,1.2904221932572055,0.3372917890548706,1.2904221932572055,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,contrastive,60,3.4261631135654184e-07,0.0,0.3780728022257487,1.277841496180339,0.3780728022257487,1.277841496180339,,,240,166,4,3,0,,,,,,
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,1,0.001,0.000998458666866564,0.8283081472161279,0.7836043324913876,0.8283081472161279,0.7836043324913876,,,120,83,4,3,0,0.5048,0.5685,0.9697,0.04,0.4,0.5664
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,2,0.000998458666866564,0.0009938441702975688,0.6419161957347932,0.6841336453311454,0.6419161957347932,0.6841336453311454,,,120,83,4,3,0,0.6694,0.6315,0.8788,0.46,0.5179,0.6517
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,3,0.0009938441702975688,0.0009861849601988382,0.5199284241718081,0.6572425202727368,0.5199284241718081,0.6572425202727368,,,120,83,4,3,0,0.6588,0.6636,0.7576,0.56,0.5319,0.625
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,4,0.0009861849601988382,0.0009755282581475767,0.45459123061886736,0.6675875424481517,0.45459123061886736,0.6675875424481517,,,120,83,4,3,0,0.6742,0.6952,0.8485,0.5,0.5283,0.6512
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,5,0.0009755282581475767,0.0009619397662556432,0.4057091156759697,0.6906891931675347,0.4057091156759697,0.6906891931675347,,,120,83,4,3,0,0.6542,0.7242,0.8485,0.46,0.5091,0.6364
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,6,0.0009619397662556432,0.0009455032620941838,0.36193978217626255,0.6651698875246473,0.36193978217626255,0.6651698875246473,,,120,83,4,3,0,0.6842,0.737,0.8485,0.52,0.5385,0.6588
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,7,0.0009455032620941838,0.000926320082177046,0.34762572961439514,0.6457650204298121,0.34762572961439514,0.6457650204298121,,,120,83,4,3,0,0.7042,0.743,0.8485,0.56,0.56,0.6747
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,8,0.000926320082177046,0.0009045084971874736,0.32237787829511,0.6462787330563303,0.32237787829511,0.6462787330563303,,,120,83,4,3,0,0.7142,0.7539,0.8485,0.58,0.5714,0.6829
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,9,0.0009045084971874736,0.0008802029828000154,0.3167580579720202,0.6648641915107899,0.3167580579720202,0.6648641915107899,,,120,83,4,3,0,0.7042,0.7582,0.8485,0.56,0.56,0.6747
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,10,0.0008802029828000154,0.0008535533905932736,0.28905077068737395,0.6426631920961983,0.28905077068737395,0.6426631920961983,,,120,83,4,3,0,0.7242,0.7661,0.8485,0.6,0.5833,0.6914
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,11,0.0008535533905932736,0.0008247240241650918,0.2787796709075733,0.6289920840136674,0.2787796709075733,0.6289920840136674,,,120,83,4,3,0,0.7342,0.7691,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,12,0.0008247240241650918,0.0007938926261462365,0.2709058329619774,0.6284643246544976,0.2709058329619774,0.6284643246544976,,,120,83,4,3,0,0.7342,0.7727,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,13,0.0007938926261462365,0.0007612492823579742,0.27016559503986354,0.6320066708242432,0.27016559503986354,0.6320066708242432,,,120,83,4,3,0,0.7342,0.7782,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,14,0.0007612492823579742,0.0007269952498697732,0.25579123391885766,0.6361688654216994,0.25579123391885766,0.6361688654216994,,,120,83,4,3,0,0.7342,0.7806,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,15,0.0007269952498697732,0.0006913417161825447,0.25599606308536854,0.6367247584354897,0.25599606308536854,0.6367247584354897,,,120,83,4,3,0,0.7342,0.783,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,16,0.0006913417161825447,0.0006545084971874736,0.25594777344663067,0.6235318257990835,0.25594777344663067,0.6235318257990835,,,120,83,4,3,0,0.7342,0.7818,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,17,0.0006545084971874736,0.0006167226819279527,0.25914291811695,0.6213011666149206,0.25914291811695,0.6213011666149206,,,120,83,4,3,0,0.7442,0.783,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,18,0.0006167226819279527,0.0005782172325201154,0.24846023395022598,0.6250741788138893,0.24846023395022598,0.6250741788138893,,,120,83,4,3,0,0.7342,0.7848,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,19,0.0005782172325201154,0.0005392295478639224,0.24095996346879137,0.6281534271116541,0.24095996346879137,0.6281534271116541,,,120,83,4,3,0,0.7342,0.7873,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,20,0.0005392295478639224,0.0004999999999999999,0.22653000232210513,0.6208649734843771,0.22653000232210513,0.6208649734843771,,,120,83,4,3,0,0.7442,0.7885,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,21,0.0004999999999999999,0.0004607704521360775,0.23804146033174714,0.6176283661263291,0.23804146033174714,0.6176283661263291,,,120,83,4,3,0,0.7442,0.7879,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,22,0.0004607704521360775,0.0004217827674798846,0.23868216217275576,0.6173906813858149,0.23868216217275576,0.6173906813858149,,,120,83,4,3,0,0.7442,0.7867,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,23,0.0004217827674798846,0.0003832773180720472,0.2392636972797289,0.6215185071856452,0.2392636972797289,0.6215185071856452,,,120,83,4,3,0,0.7442,0.7873,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,24,0.0003832773180720472,0.0003454915028125262,0.23508236489733653,0.6264081565148895,0.23508236489733653,0.6264081565148895,,,120,83,4,3,0,0.7342,0.7903,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,25,0.0003454915028125262,0.00030865828381745506,0.23890387356255885,0.6258749701883543,0.23890387356255885,0.6258749701883543,,,120,83,4,3,0,0.7342,0.7903,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,26,0.00030865828381745506,0.0002730047501302265,0.21431567522232556,0.6269714948582157,0.21431567522232556,0.6269714948582157,,,120,83,4,3,0,0.7342,0.7909,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,27,0.0002730047501302265,0.0002387507176420255,0.22499883938117346,0.6228773902914329,0.22499883938117346,0.6228773902914329,,,120,83,4,3,0,0.7442,0.7909,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,28,0.0002387507176420255,0.0002061073738537634,0.2302615726620085,0.6197931534011332,0.2302615726620085,0.6197931534011332,,,120,83,4,3,0,0.7442,0.7909,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,29,0.0002061073738537634,0.00017527597583490815,0.2186488266892921,0.6191225917247963,0.2186488266892921,0.6191225917247963,,,120,83,4,3,0,0.7442,0.7903,0.8485,0.64,0.6087,0.7089
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,30,0.00017527597583490815,0.0001464466094067262,0.23379595496951971,0.6214076091929327,0.23379595496951971,0.6214076091929327,,,120,83,4,3,0,0.7342,0.7909,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,31,0.0001464466094067262,0.00011979701719998447,0.2247120625579355,0.622042097419217,0.2247120625579355,0.622042097419217,,,120,83,4,3,0,0.7342,0.7909,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,32,0.00011979701719998447,9.549150281252627e-05,0.21591830966313286,0.6230579546228405,0.21591830966313286,0.6230579546228405,,,120,83,4,3,0,0.7342,0.7915,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,33,9.549150281252627e-05,7.367991782295387e-05,0.2205225616911749,0.6223057675448452,0.2205225616911749,0.6223057675448452,,,120,83,4,3,0,0.7342,0.7915,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,34,7.367991782295387e-05,5.4496737905816076e-05,0.21902840372307064,0.6226569984179554,0.21902840372307064,0.6226569984179554,,,120,83,4,3,0,0.7342,0.7915,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,35,5.4496737905816076e-05,3.806023374435661e-05,0.22079887181886057,0.6217368399841655,0.22079887181886057,0.6217368399841655,,,120,83,4,3,0,0.7342,0.7921,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,36,3.806023374435661e-05,2.447174185242322e-05,0.21856755593288124,0.620678680568376,0.21856755593288124,0.620678680568376,,,120,83,4,3,0,0.7342,0.7921,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,37,2.447174185242322e-05,1.3815039801161714e-05,0.21642243257668262,0.6206002934694004,0.21642243257668262,0.6206002934694004,,,120,83,4,3,0,0.7342,0.7921,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,38,1.3815039801161714e-05,6.155829702431168e-06,0.21862537576678145,0.620458750794576,0.21862537576678145,0.620458750794576,,,120,83,4,3,0,0.7342,0.7921,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,39,6.155829702431168e-06,1.5413331334360176e-06,0.21471277723308665,0.6203862932205315,0.21471277723308665,0.6203862932205315,,,120,83,4,3,0,0.7342,0.7921,0.8485,0.62,0.5957,0.7
selfcon__simclr__s42,selfcon,simclr,42,selfcon_probe,40,1.5413331334360176e-06,0.0,0.20565180468019217,0.6203773126185987,0.20565180468019217,0.6203773126185987,,,120,83,4,3,0,0.7342,0.7921,0.8485,0.62,0.5957,0.7
selfcon__simclr__s43,selfcon,simclr,43,contrastive,1,0.0005,0.0004996573836886434,3.2980718771616617,3.1095901770764085,3.2980718771616617,3.1095901770764085,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,2,0.0004996573836886434,0.0004986304738420682,2.9320995648701986,2.990386879587748,2.9320995648701986,2.990386879587748,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,3,0.0004986304738420682,0.0004969220851487844,2.7076085885365804,3.0153469608490724,2.7076085885365804,3.0153469608490724,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,4,0.0004969220851487844,0.0004945369001834514,2.685181506474813,2.7633374225662415,2.685181506474813,2.7633374225662415,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,5,0.0004945369001834514,0.0004914814565722671,2.4566858927408854,2.7173148609069457,2.4566858927408854,2.7173148609069457,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,6,0.0004914814565722671,0.00048776412907378846,2.1822089195251464,2.6233442088207566,2.1822089195251464,2.6233442088207566,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,7,0.00048776412907378846,0.00048339510662430044,2.2081549406051635,2.5429023920771585,2.2081549406051635,2.5429023920771585,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,8,0.00048339510662430044,0.0004783863644106502,2.0184451500574747,2.532256660691227,2.0184451500574747,2.532256660691227,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,9,0.0004783863644106502,0.00047275163104709196,1.865635339419047,2.9230917878897795,1.865635339419047,2.9230917878897795,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,10,0.00047275163104709196,0.00046650635094610973,1.6610711097717286,2.5737787643110894,1.6610711097717286,2.5737787643110894,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,11,0.00046650635094610973,0.00045966764198635603,1.6551438887914023,2.655152024992977,1.6551438887914023,2.655152024992977,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,12,0.00045966764198635603,0.0004522542485937369,1.66758504708608,2.5062920645058875,1.66758504708608,2.5062920645058875,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,13,0.0004522542485937369,0.00044428649036424276,1.3213511069615682,2.28272245303694,1.3213511069615682,2.28272245303694,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,14,0.00044428649036424276,0.0004357862063693486,1.7768845438957215,2.478034398641931,1.7768845438957215,2.478034398641931,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,15,0.0004357862063693486,0.00042677669529663696,1.2786705493927002,2.2960811034742608,1.2786705493927002,2.2960811034742608,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,16,0.00042677669529663696,0.0004172826515897146,1.3833970467249552,2.3645758887371384,1.3833970467249552,2.3645758887371384,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,17,0.0004172826515897146,0.0004073300977624594,1.3959880828857423,2.529056447098054,1.3959880828857423,2.529056447098054,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,18,0.0004073300977624594,0.0003969463130731183,1.1054993232091268,2.4699812351939188,1.1054993232091268,2.4699812351939188,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,19,0.0003969463130731183,0.0003861597587537568,1.2395204146703085,2.724608547716256,1.2395204146703085,2.724608547716256,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,20,0.0003861597587537568,0.000375,1.2967666983604431,2.5057480536311507,1.2967666983604431,2.5057480536311507,,,240,166,4,3,0,,,,,,
selfcon__simclr__s43,selfcon,simclr,43,contrastive,21,0.000375,0.00036349762493488667,1.0407758871714274,2.387260528932135,1.0407758871714274,2.387260528932135,,,240,166,4,3,0,,,,,,
